State,Region,Year,Carbon_Emissions_MtCO2,Energy_Use_TWh,RE_Generation_TWh,Non_RE_Energy_TWh,RE_Fraction,GDP_BillionINR,Urbanization_Percent,Estimated_CO2_from_NonRE,CO2_per_TWh,RE_vs_NonRE_Ratio,Energy_per_GDP,CO2_Category
Andhra Pradesh,SR,2009,127.44,137.06,5.8059899999999995,131.25401,0.04236093681599299,45823.79,65.16,126048.47596340001,0.9298117612724354,0.04423442579448967,0.0029910227853261373,Medium
Andhra Pradesh,SR,2010,64.35,53.3,5.8059899999999995,47.494009999999996,0.10893039399624765,28520.62,58.43,45610.3975634,1.2073170731707317,0.12224421049706065,0.001868823328525116,Low
Andhra Pradesh,SR,2011,168.46,136.76,5.8059899999999995,130.95400999999998,0.04245386077800527,30576.51,39.22,125760.3739634,1.2317929219069905,0.04433576080823483,0.0044727145118916446,Medium
Andhra Pradesh,SR,2012,220.17,260.52,5.8059899999999995,254.71400999999997,0.022286158452326118,13910.69,61.19,244612.05236339997,0.8451174573929066,0.02279406305894576,0.018728042965517885,High
Andhra Pradesh,SR,2013,240.35,141.99,5.8059899999999995,136.18401,0.04089013310796535,22292.47,49.27,130782.95216340001,1.692724839777449,0.042633106242750206,0.006369415322752481,High
Andhra Pradesh,SR,2014,136.4,92.55,5.8059899999999995,86.74401,0.06273354943273905,37625.4,54.21,83303.74256340001,1.4737979470556457,0.06693168863546156,0.0024597745140251,Medium
Andhra Pradesh,SR,2015,250.88,217.91,5.8059899999999995,212.10401,0.026643981460235874,37726.59,23.24,203691.9649634,1.151300995823964,0.027373186517376462,0.005776032236149624,High
Andhra Pradesh,SR,2016,148.55,162.22,5.8059899999999995,156.41401,0.03579083960054247,10763.86,24.34,150210.6303634,0.9157317223523611,0.03711913581695261,0.015070801738409826,Medium
Andhra Pradesh,SR,2017,128.0,106.28,5.8059899999999995,100.47401,0.054629187053067366,24082.22,29.42,96489.21076340001,1.204365826119684,0.05778541350729897,0.00441321439634718,Medium
Andhra Pradesh,SR,2018,241.04,218.17,5.8059899999999995,212.36400999999998,0.02661222899573727,35658.46,21.03,203941.6533634,1.104826511436036,0.027339673329424653,0.0061183236741014614,High
Andhra Pradesh,SR,2019,80.4,43.6,5.8059899999999995,37.79401,0.1331649082568807,26946.56,21.57,36295.0995634,1.8440366972477065,0.1536178982357724,0.0016180172905187154,Low
Andhra Pradesh,SR,2020,84.98,54.09,4.973565,49.116435,0.0919498058790904,25312.62,25.12,47168.47718790001,1.571085228323165,0.10125864675140303,0.0021368787585007007,Low
Andhra Pradesh,SR,2021,147.92,99.14,6.730565555555555,92.40943444444444,0.0678895053011454,24027.65,23.66,88744.47627437778,1.492031470647569,0.07283339371812882,0.004126079745626393,Medium
Andhra Pradesh,SR,2022,129.15,105.88,6.597312035597013,99.28268796440298,0.062309331654675226,20083.21,60.4,95345.13655973478,1.2197771061579148,0.06644910328031331,0.00527206557119106,Medium
Andhra Pradesh,SR,2023,207.63,222.32,7.300348760637833,215.01965123936216,0.03283712108959083,37513.42,30.62,206491.97187120907,0.9339240734077007,0.03395184936218543,0.00592641246785817,High
Andhra Pradesh,SR,2024,127.03,109.4,6.312937976333334,103.08706202366668,0.05770510033211457,18410.76,45.14,98998.62914380807,1.1611517367458866,0.06123830298491814,0.005942177291974911,Medium
Arunachal Pradesh,NER,1980,191.56,178.61,0.025857777777777778,178.58414222222223,0.00014477228474205127,32180.58,52.51,171501.4951416889,1.0725043390627624,0.00014479243601128744,0.005550241791788713,Medium
Arunachal Pradesh,NER,1981,20.98,21.81,0.025857777777777778,21.784142222222222,0.0011855927454276836,8229.2,33.47,20920.183141688893,0.9619440623567171,0.0011869455573900825,0.002650318378457201,Low
Arunachal Pradesh,NER,1982,253.66,282.94,0.025857777777777778,282.9141422222222,9.138961538763617e-05,28100.56,45.67,271693.7673416889,0.8965151622252068,9.139764515491077e-05,0.010068838485781067,High
Arunachal Pradesh,NER,1983,26.44,14.45,0.025857777777777778,14.42414222222222,0.0017894655901576318,16364.32,42.1,13852.08074168889,1.8297577854671283,0.0017925492434967714,0.0008830186649979956,Low
Arunachal Pradesh,NER,1984,155.72,123.49,0.025857777777777778,123.46414222222222,0.0002093916736397909,19773.88,32.89,118567.5543416889,1.2609927929386995,0.00020943383138243932,0.006245107181797401,Medium
Arunachal Pradesh,NER,1985,69.58,82.59,0.025857777777777778,82.56414222222223,0.0003130860609974304,10327.81,54.54,79289.64834168891,0.8424748758929652,0.0003131803214022468,0.007996855093190135,Low
Arunachal Pradesh,NER,1986,228.13,175.27,0.025857777777777778,175.24414222222222,0.00014753111073074557,22907.22,31.58,168293.9595416889,1.3015918297483882,0.00014755203739107606,0.007651299459297113,High
Arunachal Pradesh,NER,1987,219.59,171.71,0.025857777777777778,171.68414222222222,0.00015058981875125372,31192.43,22.09,164875.1491416889,1.2788422339991847,0.00015061162220029808,0.005504861275636428,High
Arunachal Pradesh,NER,1988,67.99,39.71,0.025857777777777778,39.68414222222222,0.000651165393547665,7475.65,61.75,38110.26914168889,1.7121631830773103,0.0006515732672188428,0.00531191267648967,Low
Arunachal Pradesh,NER,1989,175.56,110.78,0.025857777777777778,110.75414222222223,0.00023341557842370263,34435.67,35.86,106361.6329416889,1.5847625925257267,0.0002334679659920079,0.003217013056519592,Medium
Arunachal Pradesh,NER,1990,75.33,87.15,0.025857777777777778,87.12414222222223,0.000296704277427169,28530.61,53.95,83668.79874168891,0.8643717728055077,0.0002967889304768614,0.0030546139742543186,Low
Arunachal Pradesh,NER,1991,237.17,254.99,0.025857777777777778,254.96414222222222,0.00010140702685508364,12386.73,56.52,244852.26434168892,0.9301149064669202,0.00010141691351377235,0.020585739739220926,High
Arunachal Pradesh,NER,1992,179.55,203.91,0.025857777777777778,203.8841422222222,0.0001268097581176881,7026.08,53.65,195798.0971416889,0.8805355303810505,0.00012682521882636448,0.029021872793933458,Medium
Arunachal Pradesh,NER,1993,248.9,203.69,0.025857777777777778,203.6641422222222,0.00012694672187038038,19588.38,24.48,195586.8223416889,1.2219549315135745,0.00012696221599651036,0.010398511770753885,High
Arunachal Pradesh,NER,1994,48.94,38.0,0.025857777777777778,37.97414222222222,0.00068046783625731,38025.34,29.3,36468.08774168889,1.2878947368421052,0.0006809132570580967,0.0009993336022767977,Low
Arunachal Pradesh,NER,1995,19.15,19.1,0.025857777777777778,19.074142222222225,0.0013538103548574752,30313.68,44.76,18317.661741688895,1.0026178010471203,0.0013555745732607904,0.00063007856518905,Low
Arunachal Pradesh,NER,1996,233.01,124.25,0.025857777777777778,124.22414222222223,0.00020811088754750726,17365.81,20.71,119297.4127416889,1.8753319919517102,0.00020815253108361637,0.007154863493266366,High
Arunachal Pradesh,NER,1997,58.83,34.01,0.025857777777777778,33.98414222222222,0.0007602992583880558,21378.75,43.49,32636.331141688886,1.7297853572478683,0.0007608553646384298,0.0015908320177746593,Low
Arunachal Pradesh,NER,1998,256.82,187.54,0.025857777777777778,187.5141422222222,0.00013787873401822426,27608.32,62.47,180077.33134168887,1.3694145249013543,0.0001378970117897679,0.006792879827530252,High
Arunachal Pradesh,NER,1999,236.53,206.47,0.025857777777777778,206.4441422222222,0.00012523745715008368,27969.9,31.94,198256.56754168888,1.1455901583765196,0.00012525253682135024,0.007381864075309529,High
Arunachal Pradesh,NER,2000,44.6,22.61,0.025857777777777778,22.584142222222223,0.0011436434222811933,13575.88,44.05,21688.45514168889,1.9725785050862452,0.001144902145107393,0.0016654537311761742,Low
Arunachal Pradesh,NER,2001,125.04,143.02,0.025857777777777778,142.99414222222222,0.00018079833434329307,19750.1,45.71,137322.9945416889,0.8742833170185987,0.00018082976369640155,0.007241482321608499,Medium
Arunachal Pradesh,NER,2002,206.69,247.28,0.025857777777777778,247.2541422222222,0.00010456881987131097,15535.04,50.48,237448.0429416889,0.8358540925266904,0.00010457933269002724,0.01591756442210641,High
Arunachal Pradesh,NER,2003,171.39,199.12,0.025857777777777778,199.09414222222222,0.00012986027409490647,42069.33,56.41,191198.0685416889,0.8607372438730413,0.00012987648763884121,0.004733139320260152,Medium
Arunachal Pradesh,NER,2004,240.32,157.5,0.025857777777777778,157.4741422222222,0.00016417636684303352,24289.68,40.13,151228.7177416889,1.5258412698412698,0.00016420228242301494,0.006484235280168367,High
Arunachal Pradesh,NER,2005,212.77,238.61,0.025857777777777778,238.58414222222223,0.00010836837424155642,35479.26,40.05,229121.89514168893,0.8917061313440342,0.00010837966495706345,0.006725337563410285,High
Arunachal Pradesh,NER,2006,244.92,205.05,0.025857777777777778,205.02414222222222,0.0001261047441003549,21990.55,53.58,196892.8847416889,1.1944403803950254,0.0001261200333652304,0.009324459824788375,High
Arunachal Pradesh,NER,2007,73.59,45.49,0.025857777777777778,45.46414222222222,0.0005684277374758799,32040.21,46.27,43661.034341688886,1.6177181798197406,0.0005687385217314716,0.001419778459629322,Low
Arunachal Pradesh,NER,2008,257.75,289.18,0.025857777777777778,289.1541422222222,8.941758689320762e-05,29916.56,33.99,277686.28894168895,0.8913133688360191,8.942527384799367e-05,0.009666218308522103,High
Arunachal Pradesh,NER,2009,115.92,113.69,0.025857777777777778,113.66414222222222,0.00022744109224890298,23813.41,27.82,109156.2223416889,1.0196147418418506,0.00022749083203735634,0.004774200754952777,Medium
Arunachal Pradesh,NER,2010,200.46,126.66,0.025857777777777778,126.63414222222222,0.00020415109567170202,41475.87,30.24,121611.83214168891,1.582662245381336,0.00020419116940226562,0.0030538238257570003,High
Arunachal Pradesh,NER,2011,127.14,89.79,0.025857777777777778,89.76414222222223,0.00028798059670094415,8532.02,31.96,86204.09634168891,1.4159705980621449,0.0002880603443346011,0.010523885316724527,Medium
Arunachal Pradesh,NER,2012,224.69,153.4,0.025857777777777778,153.37414222222222,0.00016856439229320585,49112.66,24.75,147291.3237416889,1.4647327249022164,0.00016859171181933088,0.003123430903559286,High
Arunachal Pradesh,NER,2013,68.6,51.58,0.025857777777777778,51.55414222222222,0.0005013140321399337,38876.11,44.17,49509.50494168889,1.3299728576967815,0.0005015557452314058,0.0013267788366685864,Low
Arunachal Pradesh,NER,2014,184.68,217.13,0.025857777777777778,217.1041422222222,0.00011908892266281848,22090.45,30.89,208493.7919416889,0.8505503615345646,0.00011910255792702756,0.009829134309169799,Medium
Arunachal Pradesh,NER,2015,61.73,47.06,0.025857777777777778,47.03414222222222,0.0005494640411767484,27521.01,60.42,45168.768141688895,1.311729706757331,0.0005497544294776473,0.0017099663130095881,Low
Arunachal Pradesh,NER,2016,289.26,311.5,0.025857777777777778,311.4741422222222,8.301052256108436e-05,49746.32,44.41,299121.07774168893,0.9286035313001605,8.301714735017128e-05,0.006261769714825137,High
Arunachal Pradesh,NER,2017,230.69,175.89,0.025857777777777778,175.8641422222222,0.00014701107384034216,11131.03,62.72,168889.37034168886,1.3115583603388483,0.00014703185322025917,0.01580177216304331,High
Arunachal Pradesh,NER,2018,260.28,199.27,0.025857777777777778,199.24414222222222,0.00012976252209453393,40707.07,47.39,191342.1195416889,1.3061675114166706,0.00012977871123672397,0.004895218447311487,High
Arunachal Pradesh,NER,2019,233.53,250.05,0.025857777777777778,250.02414222222222,0.00010341042902530605,14895.53,29.41,240108.18474168892,0.9339332133573285,0.00010342071020519768,0.016786915269211635,High
Arunachal Pradesh,NER,2020,181.22,197.43,0.016325,197.413675,8.268753482246872e-05,16965.28,21.87,189584.24864950005,0.9178949501088993,8.269395372963027e-05,0.011637296879273435,Medium
Arunachal Pradesh,NER,2021,227.19,208.6,0.022593333333333333,208.57740666666666,0.000108309364014062,17324.36,62.78,200305.22671826667,1.089117929050815,0.00010832057687275458,0.012040848839437646,High
Arunachal Pradesh,NER,2022,243.83,146.43,0.04126150327692308,146.38873849672308,0.00028178312693384605,24861.29,61.03,140582.96112794307,1.6651642423000752,0.0002818606256192384,0.005889879406901251,High
Arunachal Pradesh,NER,2023,214.95,226.63,0.05287777763333333,226.57712222236665,0.00023332205636205857,22531.83,64.05,217591.0735550276,0.9484622512465252,0.00023337547824426935,0.010058215422360278,High
Arunachal Pradesh,NER,2024,179.27,151.29,0.04521629563333334,151.24478370436665,0.0002988716744882897,23090.64,41.73,145246.41558265148,1.1849428250380065,0.00029895904881365555,0.006552005487937969,Medium
Assam,NER,1980,20.66,15.13,0.025857777777777778,15.104142222222222,0.0017090401703752662,24293.3,42.56,14505.11194168889,1.365499008592201,0.0017118526523859279,0.0006228054648812636,Low
Assam,NER,1981,137.99,156.19,0.025857777777777778,156.1641422222222,0.00016555335026427926,22953.37,46.94,149970.67234168889,0.8834752544977272,0.00016557970242157043,0.006804665284444071,Medium
Assam,NER,1982,143.48,82.53,0.025857777777777778,82.50414222222223,0.00031331367718136167,5437.16,31.78,79232.0279416889,1.7385193263055858,0.000313408074712865,0.015178880150666893,Medium
Assam,NER,1983,15.66,10.64,0.025857777777777778,10.614142222222222,0.0024302422723475356,14488.87,51.38,10193.18534168889,1.4718045112781954,0.002435933239184109,0.000734356785587834,Low
Assam,NER,1984,142.22,170.38,0.025857777777777778,170.3541422222222,0.0001517653350028042,21729.42,38.11,163597.8969416889,0.8347223852564856,0.0001517874802044263,0.00784098241002291,Medium
Assam,NER,1985,93.09,99.63,0.025857777777777778,99.60414222222222,0.00025953806863171513,7681.5,41.15,95653.8419416889,0.9343571213489913,0.00025960283978198896,0.0129701230228471,Low
Assam,NER,1986,104.75,64.09,0.025857777777777778,64.06414222222223,0.00040346041157400184,11622.17,27.83,61523.3583416889,1.634420346387892,0.00040361695737886784,0.005514460724632319,Medium
Assam,NER,1987,158.28,86.9,0.025857777777777778,86.87414222222223,0.00029755785705152794,35038.34,54.23,83428.71374168892,1.821403912543153,0.00029764299794335743,0.0024801403262825813,Medium
Assam,NER,1988,155.14,102.93,0.025857777777777778,102.90414222222223,0.0002512171162710364,25994.55,42.75,98822.96394168891,1.5072379286894004,0.0002512778003060164,0.00395967616288799,Medium
Assam,NER,1989,132.0,81.56,0.025857777777777778,81.53414222222223,0.0003170399433273391,18402.48,32.82,78300.4981416889,1.6184404119666502,0.0003171365999129918,0.004432011337602323,Medium
Assam,NER,1990,24.23,12.48,0.025857777777777778,12.454142222222222,0.002071937321937322,18618.3,51.01,11960.21094168889,1.9415064102564101,0.0020760724619942788,0.0006703082451136785,Low
Assam,NER,1991,113.68,101.94,0.025857777777777778,101.91414222222222,0.0002536568351753755,16577.9,47.14,97872.2273416889,1.115165783794389,0.0002537187037564628,0.0061491503748966996,Medium
Assam,NER,1992,209.04,223.21,0.025857777777777778,223.18414222222222,0.0001158450686697629,22750.9,58.92,214332.6591416889,0.9365171811298776,0.00011585797119071467,0.009811040442356126,High
Assam,NER,1993,128.62,95.13,0.025857777777777778,95.10414222222222,0.0002718151768924396,19009.8,42.67,91332.3119416889,1.352044570587617,0.0002718862216446574,0.005004260960136351,Medium
Assam,NER,1994,199.29,153.24,0.025857777777777778,153.21414222222222,0.0001687403927028046,21655.93,62.33,147137.66934168892,1.3005090054815973,0.0001687677693127343,0.007076121875163062,Medium
Assam,NER,1995,30.02,26.36,0.025857777777777778,26.334142222222223,0.0009809475636486258,19996.3,58.61,25289.73014168889,1.1388467374810318,0.0009818734814334273,0.0013182438751168967,Low
Assam,NER,1996,66.16,35.29,0.025857777777777778,35.26414222222222,0.0007327225213311924,29500.03,29.86,33865.56634168889,1.8747520544063474,0.0007332390045341596,0.0011962699698949458,Low
Assam,NER,1997,87.34,68.6,0.025857777777777778,68.57414222222222,0.00037693553611920964,20645.38,39.77,65854.4917416889,1.2731778425655977,0.00037707217134138726,0.003322777299327985,Low
Assam,NER,1998,114.9,105.76,0.025857777777777778,105.73414222222223,0.0002444948730879139,16449.8,48.89,101540.72614168891,1.0864220877458397,0.0002445523525511774,0.0064292574985714114,Medium
Assam,NER,1999,50.91,57.12,0.025857777777777778,57.09414222222222,0.00045269218798630565,36821.4,35.71,54829.78854168889,0.891281512605042,0.0004528892786909212,0.0015512718147598949,Low
Assam,NER,2000,185.45,192.52,0.025857777777777778,192.49414222222222,0.00013431216381559202,40557.45,48.4,184859.8245416889,0.9632765426968626,0.0001343295081593632,0.004746846756884371,Medium
Assam,NER,2001,124.52,116.67,0.025857777777777778,116.64414222222223,0.00022163176290201234,11973.4,59.42,112018.0355416889,1.0672837918916602,0.000221678993956866,0.009744099420381847,Medium
Assam,NER,2002,104.23,95.03,0.025857777777777778,95.00414222222223,0.0002721012078057222,36473.58,23.6,91236.2779416889,1.096811533200042,0.00027217240217687394,0.002605447559576,Medium
Assam,NER,2003,113.03,122.87,0.025857777777777778,122.84414222222223,0.00021044826058254885,15972.67,30.47,117972.14354168891,0.9199153576951249,0.00021049084489643092,0.007692514776803127,Medium
Assam,NER,2004,221.45,215.23,0.025857777777777778,215.2041422222222,0.0001201402117631268,10174.68,29.03,206669.14594168888,1.0288993170097105,0.0001201540888417846,0.021153490822315785,High
Assam,NER,2005,271.51,273.17,0.025857777777777778,273.14414222222223,9.465819005665986e-05,38578.33,26.91,262311.24554168887,0.993923198008566,9.466680449598006e-05,0.0070809182253353115,High
Assam,NER,2006,85.26,94.94,0.025857777777777778,94.91414222222222,0.0002723591508086979,18090.4,41.28,91149.8473416889,0.898040867916579,0.0002724304802413683,0.005248087383363551,Low
Assam,NER,2007,151.93,103.16,0.025857777777777778,103.13414222222222,0.00025065701606996686,33522.41,49.82,99043.8421416889,1.4727607599844903,0.0002507174297783271,0.0030773443794762964,Medium
Assam,NER,2008,196.74,195.46,0.025857777777777778,195.43414222222222,0.0001322919153677365,22041.7,61.78,187683.2241416889,1.0065486544561548,0.00013230874183505766,0.008867737062023347,Medium
Assam,NER,2009,291.54,249.0,0.025857777777777778,248.9741422222222,0.00010384649709950915,41351.59,44.56,239099.8277416889,1.170843373493976,0.00010385686517531327,0.006021533875722796,High
Assam,NER,2010,283.73,216.9,0.025857777777777778,216.87414222222222,0.00011921520413913221,24483.52,17.03,208272.9137416889,1.3081143384047949,0.00011922886833790511,0.008859020271594934,High
Assam,NER,2011,152.19,93.59,0.025857777777777778,93.56414222222223,0.00027628782752193374,18082.7,22.75,89853.3883416889,1.6261352708622716,0.0002763612298730244,0.0051756651385025465,Medium
Assam,NER,2012,203.06,185.15,0.025857777777777778,185.12414222222222,0.00013965853512167313,9655.44,63.79,177782.1187416889,1.096732379152039,0.000139677287846393,0.019175718558657087,High
Assam,NER,2013,180.08,139.54,0.025857777777777778,139.5141422222222,0.0001853072794738267,17368.5,37.77,133981.0113416889,1.2905260140461519,0.0001853402961564634,0.008034084693554423,Medium
Assam,NER,2014,182.62,111.11,0.025857777777777778,111.08414222222223,0.00023272232722327223,26929.63,50.25,106678.5451416889,1.6435964359643598,0.00023277440403371075,0.0041259386036867195,Medium
Assam,NER,2015,213.51,150.19,0.025857777777777778,150.1641422222222,0.00017216710684984205,27664.5,40.91,144208.63234168888,1.4215993075437778,0.00017219560675081364,0.005428979377903089,High
Assam,NER,2016,66.1,42.18,0.025857777777777778,42.15414222222222,0.0006130340867182973,31628.79,33.86,40482.30894168889,1.5670934091986721,0.0006133955767831989,0.0013335951201421236,Low
Assam,NER,2017,216.83,153.6,0.025857777777777778,153.5741422222222,0.00016834490740740742,14242.22,51.07,147483.3917416889,1.4116536458333335,0.00016837215582950102,0.010784835510194338,High
Assam,NER,2018,90.31,57.41,0.025857777777777778,57.384142222222216,0.0004504054655596199,23562.58,38.02,55108.28714168889,1.5730708935725484,0.00045060056970224664,0.002436490401305799,Low
Assam,NER,2019,109.23,64.01,0.025857777777777778,63.984142222222225,0.0004039646582999184,25349.05,58.69,61446.531141688894,1.706452116856741,0.0004041215957287862,0.0025251439403054556,Medium
Assam,NER,2020,70.51,82.55,0.016325,82.533675,0.00019775893397940643,18434.57,24.57,79260.38944950001,0.8541490006056937,0.0001977956537661292,0.0044779997580632475,Low
Assam,NER,2021,261.86,222.41,0.022593333333333333,222.38740666666666,0.00010158416138363083,44307.62,50.68,213567.52211826667,1.1773751180252687,0.00010159402494032887,0.005019678330725053,High
Assam,NER,2022,267.85,320.88,0.04126150327692308,320.83873849672307,0.00012858857914772837,38019.77,67.05,308114.2741279431,0.8347357267514336,0.00012860471545779082,0.00843981959911909,High
Assam,NER,2023,103.51,53.82,0.05287777763333333,53.767122222366666,0.000982493081258516,31763.48,45.15,51634.71815502761,1.9232627276105538,0.0009834410324885223,0.0016943987245730003,Medium
Assam,NER,2024,246.54,266.36,0.04521629563333334,266.3147837043667,0.00016975632840266307,32511.64,29.3,255752.73938265152,0.9255894278420183,0.0001697845129732427,0.008192758039889714,High
Bihar,ER,1980,168.72,84.78,0.22588111111111112,84.5541188888889,0.002664320725537994,24800.7,42.46,81200.70253375555,1.9900920028308562,0.002671406699905822,0.003418451898535122,Medium
Bihar,ER,1981,77.64,39.57,0.22588111111111112,39.344118888888886,0.005708393002555247,23231.95,22.84,37783.73113375556,1.9620924943138742,0.00574101991530391,0.0017032577979894069,Low
Bihar,ER,1982,39.91,31.91,0.22588111111111112,31.68411888888889,0.007078693547825482,25741.74,22.47,30427.52673375556,1.2507051081165779,0.007128933677137676,0.0012396209424848513,Low
Bihar,ER,1983,195.97,203.85,0.22588111111111112,203.6241188888889,0.001108075109693947,6003.01,50.08,195548.38633375557,0.9613441255825362,0.0011092988544029606,0.03395796442118204,Medium
Bihar,ER,1984,114.85,57.85,0.22588111111111112,57.62411888888889,0.0039046000192067606,18528.56,19.59,55338.74633375556,1.9853068280034571,0.003919837658758651,0.0031222070144684743,Medium
Bihar,ER,1985,137.51,70.12,0.22588111111111112,69.8941188888889,0.0032213507003866384,7631.14,27.75,67122.11813375556,1.9610667427267539,0.0032317150997366573,0.009188666437779939,Medium
Bihar,ER,1986,70.56,63.22,0.22588111111111112,62.994118888888885,0.0035729375373475345,3583.62,17.38,60495.772133755556,1.116102499209111,0.0035856922741827253,0.017641379387323432,Low
Bihar,ER,1987,149.33,94.52,0.22588111111111112,94.29411888888889,0.002389770536511967,11124.79,44.7,90554.41413375556,1.5798772746508678,0.0023954698161765342,0.008496340155634398,Medium
